"Consumption","Investment","Governmemt_expenditure","Population_000s","Real_GDP"
1,0.944338349614189,0.948156444377353,0.462372942674653,0.383812983346718
0.944338349614189,1,0.874277549311577,0.453115905924783,0.42472682292706
0.948156444377353,0.874277549311577,1,0.644066827810209,0.317648430545261
0.462372942674653,0.453115905924783,0.644066827810209,1,-0.0393964069619554
0.383812983346718,0.42472682292706,0.317648430545261,-0.0393964069619554,1
