ACIft,ADI,ACItf,BI,TE,ESM,NDSI,P,M,NP,MID,BNF,MD,FM,SF,RMS,CF,ADIm1,ADIm2,ADIm3,ADIm4,ADIm5,ADIm6,ADIm7,ADIm8,ADIm9,ADIm10,ADIm11,target
0.023103573,-1.063868086,-0.870568778,-0.249885686,0.902796448,0.4680271,-0.870860941,-0.851718884,0.158263319,-0.374256289,1.474664627,-0.629112529,0.039057131,0.90508664,0.465393042,0.084048059,-0.581962718,1.294199582,1.365673385,1.622505078,1.755307135,1.446623332,1.6440003,1.495672263,1.041723686,0.385273084,0.241502357,0.190681953,2
2.43193373,-1.3079122,0.846672843,0.733650919,-0.367436477,-0.011423143,0.255061818,1.048992232,-0.99310433,-0.026927009,-0.90450776,-0.458700884,-0.968181624,-0.573009094,-0.825524585,-0.833701003,-0.340829983,-1.025872403,-1.342536633,-0.701073142,-0.62187626,-0.967564037,-0.233725884,-0.967355328,-0.234428497,-0.310807545,-0.235203542,-0.05242556,2
2.167735464,-0.850822753,1.059681224,2.007503674,-0.046558273,0.240462188,0.626182837,2.531836237,-0.923094414,0.202997108,-0.144304268,-0.421865663,-1.064058692,-1.018841961,-0.63192022,-0.878356201,-0.403150999,-0.3693644,-1.100426871,-1.138038789,-1.229120102,-0.819412106,-0.268659695,-1.427792866,0.031881964,0.166904972,0.107673083,-0.077166484,2
2.619770723,-0.867379587,1.372667617,2.432540063,-0.16760492,0.3688144,0.78711349,1.996439859,-0.811067234,0.292275863,-0.274437233,-0.348919398,-0.944520389,-1.522123386,-0.643793029,-0.793005887,-0.398346127,-0.574588137,-1.03596709,-0.893449327,-1.071422184,-0.866907135,-0.427565537,-0.842402781,-0.130375186,0.029580962,0.163447917,0.266178315,2
2.312368283,-1.208186407,0.950260775,1.145278166,-0.345254004,0.100599973,0.511595645,0.810253688,-0.930828965,0.258152032,-0.320426384,-0.447856448,-0.940509919,-0.893013284,-0.669785388,-0.811128114,-0.397946738,-0.711871047,-1.733722485,-1.36797488,-1.200410171,-1.310562454,-1.099713921,-0.978610239,-0.351656679,-0.361479619,-0.408172901,0.024080929,2
3.145898456,-1.36472848,0.880513856,1.038913774,-0.783016381,0.187919979,0.390231654,0.714190511,-0.934343834,0.305353298,-0.402053912,-0.441346807,-0.955974905,-0.475075952,-0.885951937,-0.711425353,-0.198870532,-1.009101299,-1.408925905,-1.18965624,-1.288777596,-0.844817361,-0.527876189,-0.371640778,0.015925782,-0.165041375,-0.339435971,-0.446035021,2
1.064914695,-1.212134432,1.066362665,0.45436873,-0.545508812,0.154405849,0.365082166,0.341727092,-0.991416842,-0.128836558,-0.444066748,-0.484932916,-0.592338086,-1.218423173,-0.765738153,-0.763141774,-0.179171516,-1.728020811,-1.267533204,-1.312166553,-1.363899306,-0.637526636,-1.027801767,-0.054326016,-0.158473473,-0.624076615,-0.587237452,-0.296155219,2
1.424976689,-0.799475024,0.843248168,0.562991242,-0.801856461,0.160173442,0.339995319,0.342839561,-0.9954121,-0.02759593,-0.428045611,-0.499782458,-0.803595136,-1.056070973,-0.777759068,-0.634441703,-0.075123675,-1.886447154,-1.228386443,-1.379942984,-1.61296976,-1.006297695,-1.1098097,-0.650642854,-0.510263141,-0.708217418,-0.663199388,-0.438472235,2
1.746771268,-1.325247263,0.834855614,0.35978993,-0.387678794,0.390069489,0.45589745,-0.105432851,-1.014632861,-0.215923004,-0.570711884,-0.505691026,-0.733304938,-0.994328934,-0.640583743,-0.821300411,-0.310342292,-1.981244592,-1.156186993,-1.287938408,-1.166454397,-0.655523532,-1.007756938,-0.37337708,-0.092318666,-0.440427241,-0.437639847,-0.251829257,2
-0.463468581,0.209669855,-0.514646669,0.070045508,0.453144116,-0.764503747,-0.059606389,0.268477926,-1.055915375,-0.499460905,0.191104815,-0.494229322,-1.175262983,0.460185069,0.014950551,-1.019039163,-0.466372612,-0.564856809,-0.913885845,-0.61782588,-1.002576864,-0.645849751,-0.107990442,-0.091614968,0.11886468,-0.216443827,-0.454658432,-0.1306233,2
-0.329110297,0.126032232,-0.292208507,0.155210447,0.447977683,-0.674689959,0.127919637,0.454172156,-1.054716874,-0.468747462,0.15523387,-0.493071119,-1.195664198,0.232147685,0.066768365,-1.019851319,-0.42242202,-0.449691954,-0.747820097,-0.477771082,-0.763911725,-0.721541771,-0.231125737,-0.187669935,0.07131942,-0.324976385,-0.369714045,-0.021905587,2
-0.201305483,-0.01147907,-0.340337387,-0.045021161,0.425064326,-0.676315817,0.063999359,-0.09556049,-1.06037349,-0.432683242,0.159865247,-0.491708519,-1.241259727,0.312544233,0.015022302,-1.021149568,-0.42953501,-0.359249971,-0.58641394,-0.574053245,-0.611888122,-0.924519145,-0.32055631,-0.50507209,-0.252384891,-0.524798866,-0.424018326,-0.097884462,2
-0.431548689,0.160916311,-0.456961487,-0.227758068,0.297386037,-0.796503572,0.302405175,0.167424647,-1.044367368,-0.490692897,-0.088445716,-0.472028563,-1.292928193,0.308303175,-0.198089326,-0.99739022,-0.506207902,-0.257403776,-0.641117242,-0.327644428,-0.631691316,-0.946657765,0.004275653,-0.192466388,-0.086953388,-0.768136523,-0.682079214,-0.197684867,2
-0.49444035,-0.192145839,-0.400826851,-0.005117783,0.355977953,-0.866802268,0.08192603,0.31137255,-1.054430187,-0.652073645,0.105035671,-0.475693116,-1.241522397,0.208120008,-0.159936674,-1.010591776,-0.492397181,-0.475581808,-0.928587107,-0.649071957,-0.510664725,-1.155691688,-0.136370929,0.13459405,3.63E-05,-0.438832638,-0.356669814,-0.026622818,2
-0.741638974,0.472081032,0.313515239,0.420790041,0.207800084,-0.724645058,0.63528902,1.594157608,-1.03312062,-0.521527059,-0.063861631,-0.487701271,-1.166262483,-1.026603097,-0.11544213,-0.94446379,-0.353701502,-0.276982851,-0.970388306,-0.815620664,-1.50879384,-0.960096954,-0.278943511,-0.470813446,0.004103698,-0.340909939,-0.297489162,0.091272241,2
-0.199168028,-0.137445912,-0.322043051,0.467911609,-0.034006047,-1.262241373,0.550918163,3.07812917,-0.994189992,-0.293543887,0.074752409,-0.438412755,-1.317661276,0.145217167,-0.553965248,-0.904154899,-0.485064948,-0.610860287,-1.097473341,-0.621446199,-0.5322143,-1.051977434,-0.558942678,-0.362767975,0.07955117,-0.356056375,-0.323068986,-0.116068191,2
-0.429898617,0.572503983,0.296336685,0.67316588,0.388432038,-0.939701831,0.376194227,0.837346649,-1.041842626,-0.394244806,0.352642471,-0.47380132,-1.239603431,-0.808663707,-0.127739027,-1.009499734,-0.465167707,-0.117342216,-1.035326542,-0.985592347,-1.225041544,-1.82159154,-0.498876049,-0.452698551,-0.268809496,-0.456453431,-0.306272618,-0.116752009,2
-0.73458458,-0.216762078,-0.329281372,0.216236474,0.087974392,-0.520366387,0.214040364,1.769047048,-0.997980556,-0.279609362,0.155165253,-0.453646792,-1.29620892,-0.070136057,-0.425664859,-0.91530745,-0.370436916,-0.523872417,-0.976319705,-0.895265064,-1.324571288,-1.719107671,-0.550999856,-0.437918474,-0.472426078,-0.404784155,-0.242404456,0.183227009,2
-3.632749934,-1.316842958,-2.752317789,-0.540248143,0.764021561,-0.486885047,-0.103213809,-0.347945463,0.553377533,-0.203363959,-0.724006437,-0.515803957,-1.207276697,1.616881278,-0.111085686,0.453045382,-0.536576781,-0.017240231,-0.389027078,0.242216412,-0.222609288,0.344838761,0.797402439,0.19036583,-0.01238466,-0.306273377,-0.20150938,0.049260658,3
-2.496884533,-0.923160705,-2.25890813,-0.66184351,0.765779849,-0.126293862,0.237586007,-0.547837225,0.535551136,-0.33384155,-0.811898988,-0.558937108,-1.056084899,1.726873425,0.218228733,0.452139402,-0.537135246,0.25977125,-0.209464127,0.553605938,-0.053446825,0.46669286,1.000748395,0.385696359,0.256291393,0.333589821,0.20943043,0.293598999,3
-0.695390589,-1.997523428,-1.372648025,-0.782652563,0.906224229,1.837180636,0.656069632,-0.623230086,0.167730306,0.520760435,1.957548191,-0.630098697,0.08640909,1.349134349,1.691034282,0.092734164,-0.58265921,1.336888192,1.37678494,1.727839705,1.780657985,1.71084308,1.737646294,1.672063467,2.101930869,1.598622792,1.344010916,1.350692732,3
-0.646601281,-2.110404989,-1.212527234,-1.325787444,0.906231216,1.406900942,0.354071269,-0.679518825,0.15974573,0.314210257,2.043804986,-0.632877272,0.140758866,1.198201603,1.736254311,0.08546618,-0.582308806,1.265599166,1.391344408,1.795126402,1.920778911,1.977386849,1.805822632,1.583318936,1.720186303,1.292990795,1.075191374,0.996886872,3
-0.457284745,-0.618380667,-0.754620059,1.221641208,0.009834339,0.522998093,1.356790092,-0.104485294,-0.9502995,1.871596401,1.225174262,-0.20931205,-1.668080475,0.470230411,-0.686715837,-0.919401809,-0.377068528,0.198061398,1.090531976,1.591912741,1.419771212,1.685263614,1.31493522,1.427681665,1.688971273,1.432602503,1.113826339,0.896996784,3
-0.336679212,-0.579981648,-0.387524368,1.423275971,-0.05185165,0.090570362,1.350364724,0.211214498,-0.908138041,1.850012052,1.305150742,-0.208495916,-1.660149028,-0.005060647,-0.691736983,-0.887650172,-0.33163027,-0.181597316,0.694974237,0.9543306,0.986775922,1.113308493,1.016984549,0.938275137,1.270326819,0.959053618,0.63990935,0.50094562,3
0.007880427,-0.130418495,-0.006563979,1.704619335,-0.192426534,-0.020221297,1.546773324,0.544159847,-0.903555324,1.843350889,0.579235535,-0.20686654,-1.638029195,-0.639941016,-0.925289992,-0.868938978,-0.454197216,0.127182638,0.798898755,1.262248758,0.584137343,1.136266708,0.818111872,0.876253136,1.17246319,0.775172542,0.335496805,0.436208815,3
-0.085619145,-0.270297783,-0.175807851,0.965228046,-0.169965445,0.492321617,1.381783731,0.722255356,-0.890111099,1.899988491,0.960761222,-0.213769961,-1.595645886,-0.410012115,-0.694573609,-0.849254833,-0.401267971,-0.113791962,0.696699691,1.330175595,0.55119769,1.259601198,1.053115556,0.915666889,1.195823559,1.10706505,0.95634344,0.80150649,3
-0.299264198,-0.043229991,-0.996947914,0.157129519,0.892220719,1.101518518,-0.798792664,-0.557078767,0.159124385,-0.716656994,1.19203239,-0.648191793,-0.012719853,0.950510619,-0.106910611,0.085267978,-0.578411911,1.096342976,0.730375064,0.815274216,0.93322467,0.305302448,0.337106184,0.368742873,0.723300948,0.840594816,0.80725357,0.943935555,3
-0.135157157,-0.164378359,-0.888396655,-0.180859224,0.897695275,1.227024322,-0.951352164,-0.659425749,0.151495312,-0.734699525,1.352730726,-0.651022952,0.164884651,0.846422795,0.084363048,0.078229315,-0.579316008,1.035268356,0.818492707,0.761922832,0.711030598,0.308770327,0.224557443,0.806379542,0.653018652,0.740708748,0.718514748,0.759500988,3
-0.411179731,0.001329397,-0.796750161,-0.161203076,0.896299293,1.184398518,-1.031272134,-0.642780165,0.154271503,-0.754038117,1.312797803,-0.649458675,0.244262668,0.695297516,0.112290357,0.080622786,-0.577807437,1.052969999,0.517767667,0.752075066,0.945480072,0.065823466,-0.132380308,0.313243192,0.385286684,0.744983141,0.751686429,0.821401707,3
