"ACItf";"BI";"TE";"ESM";"NDSI";"P";"M";"NP";"MID";"BNF";"MD";"FM";"SF";"RMS";"CF";"ADIm1";"ADIm2";"ADIm3";"ADIm5";"ADIm6";"ADIm7";"ADIm8";"ADIm9";"ADIm10";"ADIm11"
1;0,177379818071809;-0,616979550493793;-0,347789659918302;0,10309488225954;0,354514639816866;-0,560640494436506;0,312245507696117;-0,452073028123845;0,562815479188982;-0,215432673249086;-0,934254786832461;-0,587345266724612;-0,561997394580462;0,636596240219894;-0,667384671945997;-0,701472842764951;-0,646066000627671;-0,352813146812842;-0,622205480924141;-0,730261860284952;-0,605169276195141;-0,526834647671977;-0,603341323074837;-0,644729362442399
0,177379818071809;1;-0,110964051730234;0,413689628561744;-0,0146420036493137;0,379736213268397;0,268688845528554;0,148934513116719;0,450563105893117;0,0756840007685905;0,369354703843622;-0,180787051154059;-0,353096797928216;0,270337191497285;0,139060783411688;0,224822833183391;0,0788970711535183;-0,327911451509204;-0,31107990618884;-0,190090579609551;-0,402812086014753;-0,251236268208413;0,336759425629382;0,340561500182679;0,200188294311792
-0,616979550493793;-0,110964051730234;1;0,0960920444576219;-0,0546387389569351;-0,437256817492555;0,789513896316728;0,0802071830146273;0,446692330295068;-0,803642742385495;0,327043905501366;0,624561733588123;0,579581395649115;0,783296775394825;-0,788639415601709;0,695428598497101;0,642725989564716;0,539852818614138;0,0291215432571326;0,463822627861366;0,507534694226695;0,289225964207724;0,343982263556083;0,451987529567183;0,539630882051365
-0,347789659918302;0,413689628561744;0,0960920444576219;1;-0,588363286699067;-0,246144179676106;0,292586594523291;0,0302952120065684;0,757254048998698;-0,37514300258879;0,718285195716038;0,209617084145487;-0,109359987351201;0,291646050077168;-0,287299414375134;0,578441875841721;0,571335998487959;0,276370729423643;-0,000367390554490494;-0,00729118716531231;0,0166766591300901;0,295502201324392;0,851342793788356;0,827488056149117;0,795219088696222
0,10309488225954;-0,0146420036493137;-0,0546387389569351;-0,588363286699067;1;0,653676215243519;-0,0540282491818096;-0,439656598514648;-0,502528269326143;0,562912959514288;-0,81592058007112;-0,118845256100195;0,263424523509942;-0,0539770285347125;0,349273687321674;-0,376695510035316;-0,416305060849737;-0,380961399187431;0,0480349483643373;0,346816759285854;0,23970788971337;-0,192841214738537;-0,527919549110397;-0,360371601959175;-0,362751678589868
0,354514639816866;0,379736213268397;-0,437256817492555;-0,246144179676106;0,653676215243519;1;-0,184514537933743;-0,515526866419344;-0,463993129903784;0,80061083055477;-0,497708480672317;-0,363231083952483;-0,150629265591568;-0,18642827025692;0,622431827695148;-0,405090408306586;-0,478597378604023;-0,6844845372129;0,00323554357475128;0,107634303402675;-0,0901852751733076;-0,351555785202296;-0,268026714935057;-0,17606666968508;-0,354908509369575
-0,560640494436506;0,268688845528554;0,789513896316728;0,292586594523291;-0,0540282491818096;-0,184514537933743;1;-0,00691608545388672;0,564759877875293;-0,60998029660649;0,44755703387389;0,567813080976412;0,235360868939724;0,999773683538271;-0,564465746242864;0,641876303004655;0,562750682590981;0,221525837815709;-0,163162455073162;0,369124198588835;0,232680730287006;-0,000652344465771005;0,437346535696798;0,566943528669192;0,506813241505535
0,312245507696117;0,148934513116719;0,0802071830146273;0,0302952120065684;-0,439656598514648;-0,515526866419344;-0,00691608545388672;1;0,344165946178306;-0,370367030059691;0,434218513012692;-0,26253887535886;-0,366317506336736;-0,00725980740813546;-0,13391378581636;0,0805374244972548;0,0840242518162606;0,110190570809416;-0,34285804518401;-0,511235018915289;-0,512550052838226;-0,304519812204774;-0,136655607071966;-0,225700856085235;-0,0384258710360779
-0,452073028123845;0,450563105893117;0,446692330295068;0,757254048998698;-0,502528269326143;-0,463993129903784;0,564759877875293;0,344165946178306;1;-0,67791881391105;0,736380068487632;0,368832693253126;0,065263882027931;0,566477811710281;-0,519318893544183;0,744262712396161;0,651030239831179;0,375613029108228;-0,249187632537626;0,0232892834872051;0,0269680387314626;0,277281388971972;0,730974437519069;0,738810645966924;0,80256825861027
0,562815479188982;0,0756840007685905;-0,803642742385495;-0,37514300258879;0,562912959514288;0,80061083055477;-0,60998029660649;-0,370367030059691;-0,67791881391105;1;-0,688497824423286;-0,603664418134716;-0,336862184325813;-0,608156138403806;0,862780908536911;-0,756707593697621;-0,732638900154825;-0,699578257308751;0,0830366461166765;-0,0961748448534628;-0,252407211408977;-0,397009392739947;-0,544950043604564;-0,524426267589683;-0,610811269538098
