"ACIft","ADI","ACItf","BI","TE","ESM","NDSI","P","M","NP","MID","BNF","MD","FM","SF","RMS","CF","ADIm1","ADIm2","ADIm3","ADIm4","ADIm5","ADIm6","ADIm7","ADIm8","ADIm9","ADIm10"
0.329938701261804,0.0961155001443058,0.109073001960597,0.479128284879185,1,0.754199495926525,0.0106599616782618,0.00143017135777191,0.979622810133692,0.490672471874405,0.729307022170824,0.00402799050604157,0.850991356368455,0.749773206198285,0.801222800068921,0.972060745433192,0.00223283687300516,0.951857584707916,0.821617880459469,0.793788150048693,0.530680021685769,0.775440735020045,0.726550679580985,0.565312113260062,1,0.91934991757865,0.896576043283929
0.0475616358178968,0.130232926849679,0.425279572235381,1,0.989054336203398,0.847029855999621,0.413529738000452,0.0118927212223134,0.983780412093722,1,1,0.102746741682824,0.641407498096262,0.31053891071575,0.475710901858781,0.977321569780918,0.0634737923996051,0.911198346859398,0.896973974302179,0.818311171098508,0.38425894245714,0.364562066773168,0.453945166111133,0.485062375237211,0.551506787576298,0.845646343232044,0.9074724099328
0.524508247157467,0.538252921354465,0.191574773527261,0.909340789795403,0.991119500885933,0.979218918148227,0.289305248972768,0.0153567245405314,0.979160100197265,0.817577404976801,0.7687650600077,0.072906993499524,0.678169845074113,0.732850781755681,0.487516605542146,0.972439343070074,0.00784501802030301,0.914086705868947,0.900134687622529,0.683328693341753,0,0.327288819450466,0.430410772153684,0.394963791283987,0.459507313781235,0.786123233830036,0.899455037435692
0.994968102946285,1,0.365281587049121,0.428298848291996,0.897743705165854,0,0.634405177306168,0.129947702636223,0.989062949147305,0.374811469787497,0.0716280840978126,0.518646771637859,0.338848669746979,0.665583248417241,0.422544379563069,0.981298009444713,0.0848134849071612,0.618895066040456,0.733503345942885,0.659074860500151,0.798195678886491,0.833952152810539,0.690479535094235,0.48977971951084,0.380311958825427,0.325668494056145,0.351401663226427
1,0.93809642350144,0.465958756449593,0.585446409361912,0.886145742093574,0.211848724159409,0.674626761802669,0.151361715349528,0.99948796173231,0.318075131358717,0.0936144968085881,0.543858441628288,0.340144084617217,0.563341529397506,0.444703722030849,0.989497953578956,0.0777601124597946,0.540229569801903,0.722582707274208,0.549634184302334,0.566438726105898,0.657358985077154,0.567273888697913,0.382460215261875,0.339323478893053,0.369090129267036,0.43643677471602
0.966286419834855,0.574989389459859,1,0.32265458946261,0.83586741843673,0.0745675383396975,0.527658011822326,0.0910672313684646,1,0.245434818534293,0.0486612264405619,0.505467586603696,0.10861454446517,0.227908468814453,0.267255219288629,1,0.538565215623676,0,0,0,0.165362781099184,0,0.0690417239778343,0,0,0,0
0.617116275810186,0.506911161942109,0.139848549985981,0.470809835703944,0.990749195652978,0.668835192471091,0.168734000810132,0.0272061313852515,0.979220747276154,0.264612654475126,0.482357431136865,0.0715096883736625,0.58737536890576,0.87476024294547,0.547362114059571,0.972249894051535,0.025032576228474,0.992431448335626,0.950065822325112,0.945444497559311,0.88062290290773,0.665512138425209,0.700071947529045,0.718151411529345,0.661601629446055,0.860882413967134,0.92913224626819
0.656997082163149,0.506455963856485,0.132480514830116,0.596708309832239,0.990131600978354,0.670756559825317,0.26276776511924,0.0305814130886092,0.975391855209713,0.335642309016794,0.518458261088449,0.0863551750456245,0.71820940442229,0.920476017738276,0.567978459798456,0.968257878199231,0.0180795749940452,0.97147930072385,0.947510878572004,0.877246125774067,0.745108605571553,0.577844690946623,0.633556859664482,0.720002646257949,0.49020411343603,0.806917597499147,0.859493559121001
0.570836815759008,0.58088307280589,0.000368193864115446,0.475614212191596,0.990744487480204,0.80066079003617,0.153587820143128,0.0306121544866859,0.972660704756822,0.276055277351519,0.458113817702272,0.0795074922166734,0.858240862107807,1,0.60095523582733,0.965571661879133,0.0291526716465474,0.990948210246427,0.967124859344762,0.95600389262121,0.931904411218071,0.780212585513832,0.721999525132712,0.831671026462786,0.627717247884438,0.835460746234541,0.911457640452548
0.588493310753142,0.630594756411624,0.139999908122556,0.49207412386815,0.991453801398329,0.740328388563686,0.166598852712951,0.0272903247217408,0.975058384252459,0.325000693796033,0.520727069178327,0.0675896189133873,0.881492741145722,0.879694947908735,0.595522619601985,0.967899523472067,0.0304255237728398,0.994316543281045,0.905494926937905,0.872314026612782,0.779462030205042,0.629973146382117,0.555977744666116,0.625276068913772,0.559175064497282,0.776527298724517,0.856328720060868
0.485380333500429,0.459554655857989,0.0896390167358796,0.279393948612401,0.996863767397401,0.909155665866525,0,0.00852290085136199,0.97178664948167,0.314578774368708,0.539697782543103,0.0318079213603897,0.984847892507454,0.872862415339779,0.772020984854096,0.964606577175073,0.00120060046167645,0.975068637051447,0.993902781862559,0.894895793924784,0.807573799921389,0.547517095017731,0.713946489888207,0.629273008627266,0.574261935181539,0.928417128000448,0.958293641639784
0.46573709280436,0.505522702470675,0.145065386158328,0.382244585810107,0.996765533960522,0.857181759069425,0.124737394208726,0.0116173773520101,0.97350961209219,0.350311877386215,0.567946414243121,0.0252179133865133,0.980358736090104,0.827422745566929,0.729751432427435,0.966328414171097,0.0117207795099861,0.990776364443785,0.932983482009918,0.773328533188626,0.628974537949414,0.441439110281027,0.553642103447353,0.500996821208089,0.650026325411204,0.92562744746879,0.966792106238261
0.556165424175772,0.480571677857327,0.104274966465231,0.442232593487939,0.996419802367766,0.839352154904524,0.133766488063675,0.0121108479481711,0.973311017343177,0.296725036547386,0.517567519725982,0.032426292934332,0.959927149099089,0.868023676590723,0.728094206458486,0.966142365067023,0.00989453202898964,0.981844327660234,1,0.966424279878271,0.665862586069578,0.578719908445426,0.657008645798159,0.5435225480403,0.729379351081077,0.987261034563598,1
0.636211013019247,0.51803074301743,0.152362400664473,0.423061848764705,0.996170905497407,0.688380105234855,0.181463236907499,0.0131740555824177,0.972986777548513,0.333836521960212,0.485284770899961,0.0301948868453966,0.946722857437239,0.824429621554533,0.747331339334432,0.96580303444094,0,1,0.995174733831241,0.989188706042362,0.733104503347903,0.64013641478551,0.741809189116716,0.660169567997293,0.671954229149359,0.864545368063145,0.870361379484978
0.574778069904636,0.485092258297742,0.0524314479342832,0.381149248048463,0.997524306719975,0.907669001405712,0.134145102767385,0.0107622185069902,0.974504545335571,0.33132812089792,0.46051984739096,0.0296612020689417,0.953362420907696,0.940216461883713,0.740281121211238,0.967245807975853,0.00616316338558543,0.977539787501867,0.963629763812014,0.991421547117746,0.89636193582935,0.791061884714173,0.714318960661434,0.690626008841929,0.710817554160687,0.852005013137522,0.916469420211271
0.440559993029881,0.385573946998634,0.0532907410292547,0.476245221462282,0.995143252306381,0.923404344931611,0.189587258343123,0.0168466413925596,0.976160611628694,0.188544087614238,0.479962511541978,0.0331588185364541,0.946978671745221,0.909808095974843,0.681836099779999,0.969139914677665,0.0126648235233118,0.983519722094516,0.95970644803715,0.967919780180802,1,0.86366428506132,0.703209379536603,0.633139856707567,0.832771296993943,0.983841238148448,0.982239329573128
0.341324116553844,0.502423086009465,0.114958101902993,0.393570975309048,0.995520332112062,0.941094922631357,0.181608508807438,0.0133416144229668,0.974249194437854,0.143345197991485,0.433935106717234,0.0176361514387426,0.960710730439698,0.811938495509192,0.649686025886243,0.967453971062478,0.00377429242367986,0.968991232485061,0.968476252486021,0.977141848416248,0.879022597068301,0.831056210716982,0.632636660507138,0.76945691195884,0.84315480287632,0.983467726811628,0.981164547493378
0.318230694166742,0.489730532041892,0.0100631086052375,0.252870120728214,0.998420005190564,1,0.0287262300203485,0.00515076934403764,0.979124358170152,0.14189919277951,0.4589776906208,0,1,0.948480023792941,0.682382323902242,0.972020399884548,0.0260401818943973,0.890578740075838,0.958868792079378,0.958417214866102,0.923409718070942,0.826574525252149,0.599286767679952,0.894239075971662,0.915540257158729,0.97676870014358,0.983112563405775
0.404348407193281,0.353834036112917,0.00549156986989078,0.2856180201873,0.999328039290794,0.942605432050141,0.19100683072592,0.00491365977095636,0.979276410334635,0.195048238341293,0.439223696911134,0.0128217959943984,0.95146449883409,0.951884110141998,0.698791002371743,0.972032235301995,0.00686706886588118,0.951050431664325,0.989869649391307,1,0.953257550356174,0.816857858624268,0.696248901157242,0.850530497299946,0.969156312496728,1,0.981975965316061
0.346412341846147,0.295033286477822,0.00693826887396896,0.309613442565791,0.999416486740487,0.939245745142598,0.0424051652159183,0.00494977463751857,0.981289380557563,0.193007621461306,0.53296157097561,0.0120353239039717,0.922080357434814,0.957845765992059,0.802781843485201,0.974054675669585,0.0129563098962951,0.955403616117092,0.951823141622583,0.953119665573546,0.817538038007514,0.814696097879946,0.655952911275609,0.854609583867813,0.862679941272189,0.985897675527285,0.982548371140496
0.551308815622985,0.226081343364096,0.415731504068581,0.700904712423206,0.528346535761159,0.941412124917198,0.133215732052112,0.0686208057361471,0.0564647545413459,0.190140250587938,0.334579990352744,0.540820140785708,0.607173685961517,0.508466079558096,0.539552172716691,0.0626448449804938,0.18735278361133,0.757503450177181,0.786892048030599,0.716523390030252,0.566954951492528,0.774143893567525,0.576444511331638,0.491607303587766,0.791187577276021,0.960079274076787,0.94037620950694
0,0.0709806027895476,0.628777722886096,0.669933381304068,0.37311179539891,0.838878664344862,0.52567375062064,1,0.227129355377204,0.275138244454333,0.251066508534281,1,0.461768272721597,0,0.410189595746775,0.204897408148542,1,0.807862823152623,0.838845737538458,0.670928358043501,0.721725461038348,0.721986624250569,0.561125719744673,0.440424404114816,0.361569938537279,0.753299264598101,0.818133990667899
0.619838165375943,0.275978799076591,0.521433669386512,0.638873166476186,0.401915745683938,0.926428510986745,0.160383870695869,0.155207592609874,0.14720257405075,0.150114409203587,0.161719410247983,0.787346584262387,0.585858864643039,0.358420876855064,0.354313809039256,0.132502799299938,0.225092196582347,0.795477666402224,0.817723868560101,0.751129817959313,0.856240582195435,0.86743979332282,0.651830023657784,0.458919186828007,0.387470175874773,0.776613256323439,0.869710975905672
0.771966454990494,0,0.375996869309144,0.723486927427717,0,0.757375272967187,0.337564099453931,0.06670757383069,0.160499539840898,0.203793380156361,0.192549119335908,0.921635801696433,0.230109243316841,0.558659839877583,0,0.2120415333014,0.437954355056947,0.409203008162,0.556757026760049,0.540331253066631,0.663032083261233,0.543199252844927,0.378669742736504,0.165613923683314,0.416113376028653,0.633063063998746,0.643115908388425
0.97374437765013,0.147089230550271,0.438366694048765,0.88561201134312,0.116154200526479,0.710057400645812,0.412813662661092,0.190067687337894,0.175347562390417,0.200955536683827,0.229080513125928,0.922488557000617,0.242605640053222,0.602505796737588,0.124369452016575,0.196389424825243,0.205775293119961,0.562141718710167,0.659626310698391,0.534085898496638,0.622692989479548,0.621500381483715,0.516801420267143,0.267939566009537,0.438016785987222,0.676237081343138,0.732496069044326
0.972611626458347,0.459551908226477,0.782522714297506,0.823432443945239,0.443416913975794,0.768250222167722,0.296192053139532,0.136899500342444,0.0852894203309299,0.245764111792624,0.231821459759586,0.636958214760932,0.390373362703582,0.229449624642716,0.308273598448266,0.0844305724001038,0.148253169614986,0.658719994836301,0.655695601224404,0.52003655187298,0.190209821656724,0.361683612168629,0.461227651272999,0.203719662388708,0.508773684303074,0.78156789176586,0.811201481423471
0.732525735505144,0.52548792198905,0.285416524622256,0.480865529369206,0.527873250926647,0.799505751694694,0.135611792613429,0.09448234550183,0.0584850144676627,0.158990888313314,0.245025019796227,0.524779416801972,0.395960871440023,0.514888890055665,0.58422066882356,0.0586781603657047,0.111394885252957,0.747456670416089,0.813949591001521,0.6922358296682,0.721524076475828,0.718040979094479,0.540865563902281,0.625905099613183,0.757089476896944,0.846526409580091,0.832473541162365
0.764044066842575,0.651101459264937,0.387313791196066,0.517128573521685,0.54128327254287,0.739156902537708,0.172109179301157,0.13178527524555,0.0684507868716214,0.20571493172525,0.123286837691563,0.535077884304175,0.509956573118908,0.619452069913873,0.473174028299205,0.0622182430331555,0.0838654217552269,0.835209848387798,0.858975570532553,0.726333075758469,0.816406853753156,0.860390343512148,0.528277005103859,0.594142207932725,0.735675631546545,0.884517440554757,0.869615479921488
0.762225396208631,0.68686583585237,0.373952935602415,0.595236787740844,0.525154247739344,0.79744714371937,0.234762185329027,0.16431400195327,0.0695926993977385,0.135628866607345,0.162694687592656,0.536927568944963,0.528257100497708,0.560146673895918,0.633571641611463,0.0615416924823486,0.0763961959107759,0.815333563856423,0.837611822179635,0.744259596952207,0.816697548583187,0.820765207633336,0.528456387286855,0.572336887026248,0.781333660436114,0.936025782912616,0.910649622668601
0.78791362032304,0.320275692571353,0.150062641395907,0.500975342164587,0.307514637726935,0.799272200517033,0.27753165949364,0.0765334870099598,0.085885224982098,0.165824676975604,0.422578877061974,0.652844579820878,0.269864296081037,0.789374972656088,0.243535688244896,0.131458576446723,0.262082290303038,0.48853701027382,0.61058487647383,0.588570355876506,0.674289154204756,0.428510436719304,0,0.347207145831222,0.752881499003129,0.770713713670772,0.773904859889327
0.146476262189897,0.740704751497929,0.0384964600131497,0.441844137024002,0.913720841697169,0.816354971348887,0.93853332723343,0.239466712881433,0.973549722888224,0.0694559206762867,0.383637027128891,0.589697848334865,0.0558408038685348,0.817532738467071,0.746999617802323,0.96465904850616,0.0775518420371356,0.88683825890632,0.86512538372999,0.796368288018029,0.743576831493266,0.895587547986723,0.880167192697707,0.911079426085193,0.73077068817062,0.805525750795247,0.937994998555394
0.182212727187689,0.729561472403363,0,0.465247266100765,0.908828616558758,0.806781477852676,0.927714372046413,0.260791108011125,0.975280303624941,0.0711051876099088,0.366721144527395,0.599666576625045,0.0594021790828555,0.882174961855606,0.812411532036954,0.967087677323232,0.0722672527688183,0.904133794777306,0.926865805284402,0.805795966964303,0.480632420848449,0.853853709929044,1,0.95972308784459,0.667319396542132,0.830316207900634,0.941061897927208
0.228146470991191,0.741157876596153,0.0613947650601273,0.475009509370724,0.910431288456439,0.739926239911246,0.971781228074501,0.291338235863976,0.977989074017258,0.0488556431280366,0.19749098059043,0.583655639585124,0.0549298972973514,0.837454736154603,0.670728790831901,0.968852765086473,0.0840948043592707,0.894850771019152,0.88875423012757,0.793122094441082,0.659060851654148,0.899190233150322,0.929659215107762,1,0.608391100805066,0.839571284161255,0.939444965081238
0.0423054519428428,0.786422057077991,0.144593794421529,0.361897483119955,0.936480831455985,0.701380120381552,0.872240400700567,0.0620000619246877,0.952810567997471,0.0472374944384457,0.308155642256589,0.46294490776922,0.0572993442832658,0.672111598413874,0.84379097126778,0.948467164875874,0.077718935475402,0.789852891672154,0.810677830718025,0.723744279328228,0.472608462230431,0.74194296243582,0.880609750991034,0.801368497319469,0.752324660471452,0.796465834265281,0.92129237087838
0.416358283941674,0.770380972361392,0.054581619663395,0.276166534167563,0.939990030488426,0.589320732062305,0.885653390657708,0.133595618276741,0.959794936088236,0.0963420835187205,0.19183378565224,0.420206952977359,0.13538000243668,0.957761409751663,1,0.95350578693491,0.0419882609014936,0.810348905109093,0.813257817167786,0.797359028091398,0.703755158569329,0.706592770165165,0.813129050313195,0.754312535608826,0.80902946133848,0.830117611185332,0.927632426548261
0.387710501102115,0.784133740666854,0.0732194162460397,0.378728563656935,0.934704455623516,0.527295047340079,0.905622482351064,0.178334584279495,0.962545918452881,0.0268861628424325,0.186486373197279,0.440026467136618,0.121505043068285,0.935083224563438,0.937741390255748,0.956445524220522,0.0510418451173648,0.919052857014195,0.87681285609489,0.730240018748338,0.501253224831416,0.705695484420474,0.792002304310004,0.743629723578404,0.79095187975186,0.786415065135791,0.907504775358522
0.368477518053264,0.834642026695862,0.0416822175147918,0.391122128664753,0.935489811572154,0.593743116468324,0.918919179003066,0.134953331639871,0.959533370913755,0,0.171757535382736,0.44812299929277,0.122850525290864,0.951033684534019,0.916764499439613,0.953670426074171,0.0359883432522369,0.902900525870894,0.894640286292236,0.778867452239126,0.63494420352584,0.692117262159296,0.780167821162633,0.816596136970537,0.751622683381525,0.836210293156495,0.911433508431961
0.391098814459129,0.76170655993581,0.149436070554884,0.476178229273427,0.927827373739879,0.516568011009085,1,0.195243401473952,0.968304342872852,0.0524534418102103,0.17285735780255,0.497433696108465,0.0932387040709454,0.873490436294094,0.822224487434091,0.961735791125181,0.0537223718077817,0.857758444892077,0.778578359538762,0.667475737216996,0.48897130719908,0.548312305706519,0.831294634894802,0.955778884592468,0.734216815958488,0.820806188019166,0.893461908552389
