"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27"
-1.97613344506964,-2.83849690201777,-0.830342088507059,2.60882617741815,-0.827557944940496,-0.694705785116806,0.565243921510773,0.873961024830305,-0.52196589165406,1.43335192743072,0.306325023096046,-0.567180267726638,0.303438623848233,0.630545235384752,-0.141538279207841,0.0817294007230146,-0.1445134435937,-0.24837199947235,0.0530964759435745,-0.174554313655522,-0.00647261086174455,0.0363238224457537,-0.0290956936166759,-0.0190751675584136,-0.0300524219021696,-0.0186563942241706,-0.00399951097306998
-1.15133287240465,-3.03454709837928,-0.184983531619986,1.58688179145635,0.446757551499301,-1.40852118309133,-0.273561007898723,1.00865595516933,0.016620494341246,0.0923078116576401,-0.506013447790343,-0.359998101560402,-0.167448498194262,-0.384480162426489,0.100235635025585,-0.157695386146861,-0.299644274166896,0.373062920632885,-0.00412693478878207,-0.0536796622359023,-0.0160656706336837,-0.0452535160097176,0.099551316186105,-0.0596064497181439,0.0785293433037942,0.0524026621041003,-0.00239566005393979
-0.630422516740328,-2.72242562377702,-1.09247930005912,1.47408234513071,0.491089363276293,-1.04395150865296,0.26716164029776,0.524102752719945,-0.494314586824208,-0.270023923607682,-0.0141959016361596,-0.124830467155849,-0.182090221883954,-0.254652262179256,-0.405771410849944,0.13946573115574,-0.00993714385560581,-0.107712551667426,-0.24620524069146,-0.119534773039829,-0.12302109095471,-0.11303979403008,-0.0562706214998781,0.076097047537293,0.0602083251443999,0.0187787399007528,-0.000755091486707635
-1.3146365546342,-2.27762642330661,-0.403620047392236,1.22888857359313,0.685654396937604,-1.32486010843783,-0.227644685353241,0.193563158899534,0.509610963233105,-0.0436066314253378,-0.24003737206609,0.437845007247581,-0.242482651956426,-0.263647078522703,-0.181698480510287,-0.146778000739343,-0.18087760319341,-0.142396940834518,-0.110599677740595,-0.00514086820711064,-0.0292409633640418,0.185164709572826,-0.0291627071590009,-0.0880902941167697,-0.0107593137663804,0.0405283119921502,0.00619653033195955
-1.79518193484437,-2.14459012477191,-0.205690914623797,1.43273871220839,0.41900752518381,-1.77216422411249,-0.0747969614811997,0.6233457792632,0.500744518557681,-0.16987185140283,-0.348991882935831,0.379543072112819,-0.161432137109004,-0.112973112750177,-0.1140096448167,0.0657006117882196,-0.250985376743114,-0.155221749046972,0.210644502024188,0.15212869428744,0.0366566601930788,-0.00898503928678596,0.0772863455117892,-0.0666575862594344,-0.00678134973631539,0.0353019291070292,-0.00141726396443797
-2.0042815471935,-2.05714404318224,0.0693000604065198,0.971751459676114,1.20420143775906,-0.605622331536845,0.51134703682907,-0.272421935890029,0.834956672529176,-0.321120589522156,-0.0933026830872669,0.437351782915741,0.101275913445548,-0.211000534185935,-0.144908564493513,0.243727582162001,0.382706778961914,-0.0577994901951379,0.0294286602300589,0.0310507259714648,-0.0665381971316933,0.0431731977814949,-0.129646694465983,0.115789137220248,-0.0481935104110831,0.0571775710530985,-0.00470964183150714
-0.96851527560905,-2.56785768752613,-0.379100864085042,0.858487606428789,1.48685951586744,-0.0752296073395709,-0.684536654680961,-0.516967963714934,-0.126169512193336,0.0436318500781905,0.131127677308598,-0.0991192157413587,0.000776473975881906,-0.0842502037927724,-0.123584256306458,0.1695309646284,0.281608244611002,0.255261521416996,0.0617595174967323,-0.0420201870258375,0.0829184245249394,-0.026497412219089,0.125994139568447,-0.125514965344416,0.00165424529687668,-0.132386654665687,0.00114533233804956
-1.52294325903798,-2.19110267497643,0.11220819725207,1.58487043638956,1.42262916551665,0.0618014629879308,-1.37099194459643,-0.69088394878879,0.41572627524827,0.353869000783666,0.695420674723196,0.138780342883014,0.00134423916561519,0.527047956041469,0.0692037380543408,-0.0361911708331451,0.315265127687774,0.066804693445922,0.0220425348231937,0.0584104075868233,0.19056922333213,0.0295311950287227,-0.0745908870320235,0.0162156228851039,0.0241705656929586,0.0346443390359404,0.00417158405998542
-0.691615006671433,-2.84093809261144,-0.647525137390456,1.58098754843326,0.608807177095178,-0.298515014280921,-0.529495489736212,0.683299357459448,-0.368661441693398,0.191778474414076,0.12125631293559,-0.0907202374566823,0.690754271937503,-0.0400320732324832,0.116335504392108,-0.235302884660058,0.0741752055902647,-0.205839779604283,-0.0662838036817232,0.184597056530615,-0.00118878131886022,0.0299880638452091,0.0878239241811077,0.171726281066728,-0.041936185343536,-0.098317605344366,0.00187853133708187
-1.37622485957795,-2.58816205344279,-0.119326655231218,1.31019369119186,1.01033942717841,-0.137163697920983,-1.09210650963153,-0.190400331272722,-0.00631776953270756,0.0889612522036775,0.193184963097531,0.341085871010542,-0.236986616866996,-0.0456447340355658,0.372754104728507,0.101655580419502,0.314959486469425,0.0813871419238017,-0.0438377748834066,0.0479081219951444,-0.0945270663573897,-0.0700911401558914,0.0123467800341476,-0.00558768979146576,0.0293451513317883,-0.0145434275331932,-0.00129581077841009
